age,is_corporate,total_balance,has_active_loan,recent_tx_count,target
37,0,36068046,0,19,0
56,0,21623329,1,6,1
44,0,3791343,0,39,0
67,0,85508592,1,39,1
20,0,67558931,1,29,0
72,0,22969288,0,7,1
65,0,73170646,0,1,1
34,0,45869216,1,13,1
28,0,23238245,0,9,0
34,0,91283319,0,49,0
68,0,99676877,0,17,1
76,0,89263248,0,17,1
43,1,91903544,1,15,2
23,0,13725266,0,4,1
31,0,90307552,0,30,0
78,0,35251584,1,36,1
77,0,14848268,1,19,1
56,1,50452378,0,22,2
56,0,87967173,1,31,1
62,0,43055802,0,41,1
79,0,99071493,0,16,1
25,0,1839968,1,12,0
58,0,20990301,0,48,0
75,0,32743533,0,49,1
65,1,48492002,0,12,2
43,0,11565462,0,16,0
30,0,96884786,1,14,1
32,0,58187154,0,25,0
53,0,82068955,0,43,0
44,0,69760086,0,27,1
26,0,9755715,1,41,0
71,0,32277458,0,44,0
23,0,75758633,0,29,0
78,0,29884472,0,42,0
27,1,32799457,0,34,2
39,0,7735491,0,21,0
48,0,89261733,0,9,1
73,0,335983,1,10,1
72,0,82918140,0,37,1
70,0,44020422,0,32,1
64,0,19244209,0,5,1
65,0,1115059,0,36,0
29,0,97538073,0,6,1
62,0,86541045,0,43,1
53,0,89224968,0,11,1
76,0,93367612,0,6,1
45,0,72029715,0,1,1
60,0,88349801,0,0,1
68,0,3472108,0,22,0
77,0,72034097,0,24,1
22,0,58854863,0,17,0
75,0,62802165,1,43,1
25,1,10175568,0,6,2
24,0,64070293,0,2,0
24,1,72876940,1,28,2
73,0,39049611,0,9,1
66,0,68265792,1,42,1
42,0,87127775,0,4,1
68,0,56974237,0,33,1
28,0,16288007,0,7,0
54,0,31441685,1,13,1
39,1,79803665,0,39,2
77,0,29341377,0,5,1
68,0,46399407,0,0,1
78,0,80003243,0,32,1
61,0,32420104,0,39,0
54,0,90529589,0,10,1
69,0,95466521,0,49,1
37,1,74872276,0,23,2
36,0,37881693,0,9,1
43,0,67107171,0,43,0
22,0,98567193,0,22,1
51,0,71880737,0,15,1
54,0,91531527,1,36,1
57,0,28378249,0,15,1
32,0,68193974,0,43,0
75,0,76639082,0,30,1
66,0,40952561,0,5,1
44,1,10772941,0,29,2
28,0,56047222,0,36,0
23,0,48786062,0,0,1
33,0,56238160,1,41,0
56,0,60279540,1,24,1
53,0,66058129,0,45,0
30,0,17751903,0,20,0
60,0,41255781,1,34,1
75,0,5840445,0,37,0
22,0,61797421,0,4,0
78,0,58724950,0,48,1
47,0,79656546,0,49,0
48,0,69788454,0,11,1
28,0,28903310,1,4,1
22,0,38294580,1,8,1
44,0,99139518,0,43,0
53,1,76171739,1,8,2
31,0,78367311,0,34,1
61,1,18814991,0,0,2
28,0,93502823,0,46,0
34,0,52318021,0,9,1
59,0,14594753,0,45,0
44,1,21595276,0,38,2
24,0,89721850,1,35,1
30,0,29250312,1,36,0
78,0,59744702,1,47,1
53,0,49776929,0,34,1
43,0,69722320,0,16,1
79,0,7214554,0,12,1
34,0,62392732,1,5,1
57,0,71375524,0,36,0
27,0,56415658,0,47,0
78,0,73660245,0,31,1
24,0,16616818,1,10,1
67,0,94617542,0,16,1
45,0,12615087,0,4,1
37,0,99894539,0,5,1
25,0,57059478,1,9,1
56,0,59553486,0,32,0
79,0,16585982,1,29,1
67,0,73033080,1,20,1
32,0,77264524,0,41,0
47,0,4704863,0,16,0
24,0,57683884,0,26,0
32,1,78567793,0,2,2
36,0,21217984,0,28,0
69,0,15531310,0,1,1
59,0,72385337,0,28,1
64,1,63874028,0,48,2
51,0,56831364,0,35,0
48,0,115064,0,33,0
70,0,44093557,1,36,1
77,0,47950852,0,41,1
22,0,91095483,0,0,1
75,0,30629215,1,25,1
59,0,43483890,0,0,1
53,0,79064596,0,3,1
59,0,16694935,0,38,0
46,0,14887035,1,13,1
32,1,36612753,0,45,2
64,0,35755284,1,17,1
52,0,82148149,1,33,1
25,0,32902537,0,0,1
43,0,62982807,0,21,1
38,1,56779374,0,15,2
35,0,58365555,0,21,1
59,0,33015483,0,49,0
47,0,19881016,0,15,0
52,0,7735167,0,27,0
78,0,84472981,1,27,1
78,0,13728195,0,21,1
67,0,92648609,0,5,1
60,1,59723895,0,24,2
32,1,97468997,0,41,2
62,0,46184347,1,1,1
64,0,7912798,0,6,1
44,0,50739298,0,16,1
72,0,3729046,0,34,0
61,0,44748613,0,19,1
55,0,30803919,0,43,0
46,0,43137537,0,1,1
57,0,84656528,1,6,1
79,0,79149420,1,31,1
26,0,16747076,0,48,0
24,0,67042107,0,18,1
62,0,24903926,0,11,1
64,0,72382897,0,8,1
77,0,92409099,0,26,1
76,0,37706342,0,13,1
70,0,86563758,0,1,1
50,0,45404783,0,20,0
42,0,57510208,0,3,1
61,0,29656879,0,20,1
29,0,52055,0,47,0
51,0,38901821,0,21,1
62,0,74051986,0,48,1
72,0,81148858,1,1,1
49,1,1136263,0,16,2
58,1,83164726,1,18,2
50,0,79040107,0,39,0
37,0,2497838,0,23,0
55,0,60690177,0,19,1
21,0,97620220,0,37,0
33,1,93903325,1,11,2
32,0,5129584,0,24,0
48,0,22539942,0,22,0
31,0,86185900,0,49,0
58,1,77097920,0,33,2
21,0,77315237,0,31,0
51,0,1838346,0,23,0
32,0,40957065,1,41,0
65,0,96605551,0,24,1
46,0,31493562,0,2,0
68,0,7566169,0,24,1
60,1,95798007,1,27,2
36,1,6911542,1,11,2
59,0,56229779,0,25,0
50,0,16623683,0,47,0
53,0,9053883,0,43,0
79,0,89402262,0,7,1
43,0,98771373,1,4,1
64,0,79702323,0,10,1
54,0,9788041,0,41,0
67,0,90075232,0,34,1
25,0,62977706,0,26,0
38,0,20288665,1,40,0
49,0,27182774,0,43,0
26,0,44672241,0,37,0
29,0,51746095,1,18,1
60,0,53789980,0,47,0
51,0,69288986,0,31,0
53,0,5412199,0,45,0
47,0,11503817,0,27,1
79,0,46697209,0,35,1
34,0,9440105,0,17,0
49,0,479177,0,9,0
56,0,49252721,0,31,1
48,0,60211732,0,17,1
41,0,65156247,0,11,1
23,0,34075749,0,7,1
39,0,20603778,1,32,0
51,0,58499047,0,45,0
55,0,48884318,0,37,0
69,0,35063229,1,13,1
23,0,3926888,0,1,0
46,0,2024676,0,8,0
36,0,12655740,0,43,0
31,0,92922625,0,4,1
41,0,55534401,0,33,0
36,0,13982694,1,18,0
29,0,52483952,0,6,1
73,0,40069281,0,38,0
20,0,42029609,0,41,0
41,0,24976147,0,16,0
45,0,68092995,1,25,1
75,0,55207084,0,45,1
78,1,4878154,0,26,2
37,0,98619950,0,42,0
69,0,48103684,0,27,1
33,0,24717528,0,19,0
66,0,13915952,0,5,1
48,1,91567227,1,7,2
31,0,11729096,0,31,0
55,1,62176709,0,18,2
78,0,55536017,0,31,1
54,0,82333970,0,18,1
71,0,90247373,0,23,1
31,0,945424,0,23,0
26,0,96687803,0,16,1
48,0,34193500,0,17,1
30,0,43802064,0,11,0
52,0,15694202,1,40,0
25,1,68480106,0,22,2
66,0,20440391,0,47,0
34,0,90036288,0,17,1
51,0,30351724,0,15,1
70,0,18797364,0,15,1
30,1,68269539,0,35,2
77,0,89804422,0,22,1
42,0,4036589,0,21,0
45,0,50071428,0,38,0
53,0,2726427,0,32,0
65,0,88659005,0,23,1
53,0,58411498,1,19,1
48,0,32683027,0,32,0
23,0,53141506,1,30,1
36,1,63565220,1,39,2
54,0,56305369,1,7,1
32,0,71696690,0,9,1
60,1,2691207,1,0,2
58,0,36804492,0,20,1
34,0,24784815,0,24,0
74,0,71080450,0,31,1
48,1,99096768,0,45,2
48,0,17151560,0,45,0
30,0,7021982,0,9,0
71,0,47465320,0,47,0
51,0,86738037,0,8,1
21,0,85434576,0,19,1
66,0,67404727,0,47,1
33,0,62694433,1,19,1
39,0,94417544,0,39,0
41,1,9205053,0,6,2
30,0,98908279,1,10,1
46,0,41751154,0,20,1
22,0,34943500,0,37,0
36,0,226884,1,46,0
63,0,70526796,1,18,1
75,0,66532096,0,45,1
47,0,7339096,0,14,1
48,0,82713087,1,5,1
40,0,4506371,0,9,0
66,0,67187427,0,45,0
35,0,52528504,0,15,0
56,0,79558789,0,44,1
78,0,68481271,0,10,1
39,0,86019723,1,34,1
25,0,28013885,0,7,0
38,0,96278963,0,27,1
76,0,95766338,0,2,1
24,0,23990957,0,1,0
22,0,34623456,0,13,0
78,0,29864521,1,28,1
20,1,34916702,1,46,2
77,0,7913614,0,2,1
79,1,23352262,0,0,2
57,0,4533027,0,14,0
34,0,23809421,1,19,1
53,0,901111,0,21,0
54,0,32591471,1,33,1
68,0,52445901,0,49,1
44,0,58345972,0,32,1
43,0,24555117,0,8,0
31,0,4809073,0,2,1
37,0,57200194,1,1,1
34,0,88290389,0,3,1
63,0,45769490,0,15,1
35,1,1620706,0,32,2
46,0,88126923,0,8,1
27,0,98075573,0,39,0
79,0,11457860,0,37,1
65,0,19290600,0,17,1
44,0,64149408,0,15,1
36,0,7813516,0,7,1
48,0,16182143,0,22,0
72,0,27390898,0,35,0
27,0,11879882,0,2,0
34,1,72656495,0,14,2
46,0,24275941,0,37,0
65,0,24130071,0,32,1
69,0,59798818,0,17,1
71,0,19520338,0,22,1
26,0,12044455,0,42,0
22,0,37090229,0,2,0
48,0,10736236,1,29,0
63,0,40952235,0,44,0
72,0,6277609,0,16,1
43,0,75274435,0,49,0
79,0,3727904,0,31,0
77,0,43526860,0,45,1
22,0,70341431,1,6,1
39,0,43965347,0,38,0
65,0,59732970,0,13,1
34,0,90694290,0,14,1
44,0,6216618,0,43,0
49,0,89458698,0,11,1
33,0,65723973,1,7,1
26,0,46673151,1,15,1
36,0,38435211,0,40,0
63,0,26149594,1,33,1
39,0,77596456,0,45,1
55,0,30890345,0,23,1
28,0,20561154,0,28,0
57,0,32051283,0,15,1
67,0,93132955,1,4,1
76,0,20520598,1,4,1
79,0,71281839,1,29,1
41,0,67590057,0,49,0
73,0,69867991,0,49,1
72,1,81092741,0,4,2
72,0,627475,0,42,0
21,1,29121418,0,12,2
43,0,6357658,0,34,0
27,0,10584340,1,48,0
30,0,35351787,1,24,1
32,0,95500015,0,49,0
36,0,63603569,0,13,1
27,0,34310156,0,43,0
40,0,47826978,0,45,0
37,0,57973294,0,25,0
49,0,70591701,0,17,0
37,0,60816795,0,19,0
65,0,78298605,0,33,1
66,0,37091985,0,6,1
50,1,44990622,1,46,2
57,0,87817147,0,9,1
51,1,5881468,1,14,2
30,0,54826093,0,16,0
64,0,79882788,0,10,1
44,0,51027732,0,33,0
52,0,13467149,0,26,1
79,0,86367578,0,20,1
57,0,47607527,0,30,1
60,0,36658811,0,49,0
27,0,7233646,0,3,1
30,0,98377339,1,40,1
41,0,89397678,0,48,0
70,0,63226994,1,16,1
43,0,31792217,0,48,0
60,0,56639013,1,47,1
36,0,55008850,1,19,1
31,0,89206298,0,24,0
76,0,53997927,0,39,1
65,0,20213221,0,22,1
51,0,20629875,0,14,1
34,0,69809366,0,32,0
35,0,95602396,0,18,1
73,1,29764622,1,14,2
41,1,78576393,1,40,2
47,0,35577294,0,4,1
39,0,96262263,0,15,1
52,0,65852304,0,44,0
29,0,57988223,0,47,0
59,0,21783250,0,31,0
51,0,65243658,0,21,1
69,1,17454767,1,42,2
79,0,85098820,0,31,1
52,0,90266943,0,12,1
21,0,24323577,0,37,0
52,0,34051597,0,25,0
52,0,3732529,0,16,0
60,1,91125319,0,4,2
32,0,93993028,0,48,0
49,0,36114822,0,32,1
52,0,32016766,0,26,1
32,0,26439695,0,4,0
71,0,26201526,0,36,0
45,0,60605261,0,6,1
41,0,3093348,0,47,0
58,0,33294467,1,17,1
21,0,38799331,0,30,0
57,0,84491823,1,5,1
58,0,42683639,0,1,1
45,0,74256197,0,12,1
65,0,78454607,0,41,0
77,0,50335068,0,10,1
69,0,57469411,0,25,1
34,0,23247397,0,20,0
53,0,55066980,0,1,1
61,0,11861743,0,39,1
74,0,14261565,0,19,1
63,0,11029513,0,16,1
68,0,58200099,0,15,1
59,0,80226716,0,41,1
30,0,73858509,0,4,1
22,0,66802691,0,13,1
78,0,33470507,0,23,1
25,0,6380798,0,3,0
28,0,11815651,0,47,0
25,0,59986033,0,23,0
28,0,51640044,0,46,0
58,0,1235340,0,8,1
50,0,75556013,0,2,1
51,0,30392785,1,8,1
60,0,47902624,0,17,1
69,0,11054356,0,35,0
31,1,31376847,0,18,2
27,1,48124750,0,23,2
27,0,52564469,0,3,0
69,0,21133380,0,8,1
47,0,3079676,0,32,0
39,0,76595525,0,0,1
66,0,86615781,0,34,1
78,0,42569794,0,9,1
26,0,25461039,0,11,0
30,0,20378083,0,17,0
39,0,64953891,0,13,1
35,0,42722720,0,9,0
23,1,37150868,1,9,2
25,0,11959322,0,17,0
77,0,22186567,0,23,1
41,1,6805751,0,0,2
45,0,99859133,0,29,1
22,0,59957343,0,14,0
60,0,67022207,0,7,1
79,0,10367257,0,34,0
61,0,55946635,0,17,1
33,0,24345877,0,40,0
30,0,36438544,0,15,0
37,0,95529222,0,20,1
73,0,32667242,0,14,1
31,1,80319043,0,4,2
42,0,63850111,0,44,1
31,0,16534820,0,6,0
32,0,26249509,0,47,0
44,0,89438602,0,6,1
64,1,36158359,0,26,2
70,0,26550964,0,24,1
77,0,19339070,0,21,1
38,0,43095047,0,47,0
74,0,51951532,0,12,1
65,0,28516890,0,16,1
55,0,95180433,0,40,1
64,0,96496730,1,43,1
27,0,41553749,0,12,1
48,0,96526145,0,25,1
74,0,87770116,0,8,1
72,0,96530001,0,4,1
74,0,50816117,1,38,1
51,1,20619856,0,32,2
70,0,37018575,0,3,1
63,0,21767749,0,27,0
37,0,88152326,0,25,1
25,0,94489905,1,3,1
37,0,35122798,1,15,1
38,0,9070894,0,36,0
41,0,67793007,0,21,1
56,0,607648,0,35,0
51,0,15896106,0,37,0
75,0,54816383,0,34,1
60,0,49365176,0,24,0
78,0,14377180,1,7,1
22,1,32972639,0,16,2
47,0,77026747,0,17,1
29,0,31198324,0,49,0
70,0,33389637,1,11,1
54,0,444842,0,32,0
48,0,76241539,0,22,1
73,0,27404855,0,11,1
34,0,44050396,1,10,1
52,0,39545274,1,12,1
26,0,14460040,0,34,0
31,0,50434551,0,26,0
68,0,33970306,0,24,1
49,0,4975279,0,39,0
40,0,44905946,0,2,1
50,1,10318435,0,48,2
77,0,20839391,0,24,1
43,0,86557824,1,44,0
39,0,52232248,0,9,1
56,1,91205877,0,16,2
23,0,53837967,0,2,0
47,1,1612850,1,44,2
63,0,80028015,0,21,1
39,0,17127641,0,37,0
79,1,41484903,0,13,2
43,0,6102910,0,26,0
69,0,41709110,0,41,1
68,0,60796160,1,19,1
70,0,61642585,1,47,1
51,1,67611803,1,17,2
60,0,76719668,0,12,1
55,0,29501881,1,41,1
77,0,56761160,1,5,1
72,0,98724795,1,9,1
53,0,27497323,0,36,0
55,0,45509383,0,28,0
21,0,69892857,0,5,1
34,1,4812585,1,38,2
53,0,86254490,0,10,1
55,0,84712358,0,47,1
25,1,76236498,1,24,2
58,0,66269208,0,43,0
61,0,55831333,0,43,1
70,0,93618004,1,29,1
70,0,27891351,1,19,1
77,0,80684567,0,36,1
73,1,15473403,1,15,2
31,0,29615163,0,30,0
22,0,22179282,0,28,0
64,0,92037553,0,5,1
37,0,346990,0,28,0
59,0,43390879,0,31,0
40,0,92248169,0,8,1
34,0,81031263,1,36,1
52,0,24395739,0,22,1
54,0,33054246,1,15,1
45,0,18354343,0,17,0
27,0,82159657,0,18,0
55,0,80807790,1,43,1
67,0,74545255,1,1,1
49,0,56068615,0,9,1
42,0,6987659,0,11,0
61,0,33582122,0,45,0
63,0,13735021,0,17,1
33,0,70322138,1,18,1
33,0,5643473,0,37,0
21,0,71853923,0,36,0
74,0,50987056,0,26,1
56,0,94539890,0,47,0
24,0,83346586,0,13,0
57,0,76011144,0,44,0
64,0,66894326,0,33,1
60,0,4030272,0,1,1
73,0,89726662,0,43,0
79,0,15559641,0,32,1
66,0,67813446,1,18,1
33,1,6863859,1,26,2
75,0,17653254,0,47,0
58,0,26779335,0,29,1
44,1,1103183,1,6,2
39,0,68608066,0,26,1
21,0,36722156,0,20,0
58,0,76854214,0,6,1
25,0,34381012,0,47,0
36,0,49875124,0,24,0
78,0,75327229,0,37,1
44,0,4056926,0,17,0
76,1,71542358,0,32,2
47,0,2106040,1,32,0
21,0,35347034,0,31,0
54,0,37656823,0,24,1
56,0,13018325,1,13,1
24,0,21973350,0,37,0
20,0,34824440,0,37,0
59,0,61178493,1,3,1
31,0,39739290,0,43,0
75,0,35931061,0,17,1
55,0,99067760,1,9,1
64,0,17337859,0,34,1
42,0,84116567,0,34,0
66,1,96936111,1,39,2
50,0,89064146,1,22,1
30,0,54775386,1,24,1
29,0,47366846,0,0,1
22,0,84478032,0,17,1
73,0,46747785,0,14,1
33,0,54095280,0,24,0
35,0,3967445,0,31,0
29,0,9693533,0,19,0
48,0,58082429,0,16,1
29,0,68058992,0,10,0
31,0,15251348,0,12,0
49,0,98875235,0,24,1
60,0,48655668,1,19,1
20,1,12371798,0,24,2
24,0,36103397,0,41,0
39,1,4846936,1,44,2
27,0,61047093,0,48,0
62,0,63242168,0,30,1
31,0,91878419,0,0,1
20,0,16912240,1,15,1
76,0,71486441,0,47,1
73,1,92649007,0,27,2
39,0,35956188,1,20,1
47,0,70408460,1,29,1
76,0,19037186,0,2,1
62,0,86463233,1,33,1
56,0,61865999,1,5,1
66,0,71090781,0,42,1
56,0,92880517,0,28,1
31,0,74994476,0,2,1
56,0,34987846,0,32,1
68,0,77757572,1,10,1
68,0,76593094,0,44,0
75,0,95959521,1,4,1
63,0,88040318,0,49,0
75,0,1058335,0,31,0
47,0,66328844,0,46,0
66,0,49734045,0,17,1
34,0,17846842,1,46,0
25,0,1973915,0,19,0
63,0,69437345,0,38,0
78,0,44616401,0,48,0
39,0,79081915,1,39,0
69,0,5884902,1,27,1
33,0,45079978,0,12,1
21,0,58588216,0,25,0
28,0,23206584,0,15,0
56,1,40342474,0,24,2
39,1,69761744,0,9,2
45,0,56133999,0,28,1
48,0,64845740,0,45,0
20,0,58329429,0,37,0
74,1,29284132,0,19,2
54,0,38387539,0,25,0
25,0,47571247,0,31,0
56,0,35980027,0,38,0
72,0,3890549,0,37,1
78,0,80779375,0,48,0
24,1,64144237,0,23,2
52,0,46439429,1,30,1
68,0,46095265,0,39,1
70,0,80599885,1,11,1
33,0,30102447,0,35,0
31,0,21047574,0,9,0
61,0,14674301,0,5,1
39,0,30736211,0,6,0
72,0,61319180,0,30,1
69,0,57209134,0,26,1
43,0,32499243,0,7,0
78,1,7831144,1,2,2
62,1,569503,0,39,2
53,0,41728753,0,46,0
44,0,45930676,0,20,0
69,1,26617011,0,0,2
48,0,49080696,0,44,0
76,0,47427363,0,49,0
58,1,53955335,0,14,2
50,0,5346471,0,6,0
75,0,7589077,0,14,1
66,1,91796629,0,24,2
62,0,1992719,1,2,1
69,0,6141018,1,29,1
42,0,48297079,1,13,1
63,0,67364795,0,3,1
57,0,43151612,0,35,0
39,0,26864699,0,2,1
42,1,72817929,0,4,2
64,0,22312344,0,24,1
71,0,54515742,1,30,1
35,0,29625936,0,10,0
69,0,92023072,0,7,1
61,0,57344497,0,25,1
79,1,23797209,0,1,2
74,0,84538772,0,27,1
27,0,46076451,0,47,0
69,0,72553408,0,9,1
40,0,39092355,0,49,0
20,0,78452035,0,38,0
74,0,86524761,0,36,1
27,0,2929795,1,38,0
48,1,37287920,0,20,2
51,0,73605640,0,27,0
57,0,83917426,1,37,1
24,0,12139820,0,32,0
66,0,12949507,0,10,0
41,0,4926788,0,44,0
66,0,52269564,1,43,1
53,0,97953004,0,0,1
20,0,70403606,0,46,0
74,0,18661391,0,32,1
74,0,27243492,0,2,1
45,0,10290759,1,25,1
62,0,38645181,0,14,1
29,0,53479392,0,40,0
49,0,83693046,0,13,1
69,0,14154683,0,22,0
37,0,51295461,1,7,1
36,0,531562,1,35,0
45,0,11511503,0,19,0
27,0,88096132,1,5,1
66,0,43405007,0,32,0
59,0,91724038,1,27,1
68,1,22556210,0,49,2
31,0,65881152,0,37,0
46,0,52423980,0,29,0
27,0,5443961,0,45,0
44,0,79418542,0,42,0
65,0,63331266,1,16,1
23,0,42835095,1,8,1
52,0,16949723,0,27,1
20,0,87762185,0,6,1
38,0,33431880,1,45,0
50,0,99086284,0,27,1
35,0,12805935,0,16,0
33,0,54194613,0,39,0
72,0,85251438,0,47,1
67,1,24186320,0,43,2
24,1,11601645,0,43,2
60,0,25667599,0,4,1
45,0,14018356,0,4,1
47,0,84071719,1,13,1
21,1,54391651,0,5,2
69,0,5802494,0,6,1
25,0,63624979,0,16,1
28,0,52171735,0,8,1
52,0,98460910,0,30,0
60,0,20306500,0,21,0
44,0,56186156,0,44,1
67,0,98482181,0,8,1
32,0,83709147,0,15,1
28,0,94790650,0,35,0
72,0,40150781,0,33,1
32,0,91868592,0,44,0
50,0,95672165,1,12,1
60,0,92091777,0,18,1
30,0,49859178,0,11,1
23,0,79541542,0,35,0
53,1,93896359,1,9,2
57,0,71572452,0,15,1
65,0,5568250,0,27,1
23,0,74162769,0,18,0
57,1,55982645,0,39,2
38,0,50098029,0,5,1
25,0,97800203,0,3,1
53,0,61017296,0,29,0
37,0,12748964,1,38,0
32,0,53984109,0,30,0
60,0,99622798,0,45,1
42,0,65494449,0,26,0
38,0,35044928,1,44,0
64,0,29901413,0,20,0
30,0,17433444,1,36,0
20,0,57042718,0,8,0
43,0,90390186,0,34,1
73,0,4553804,0,41,0
26,0,72727599,1,46,0
44,0,57430782,0,20,1
40,0,46022526,0,16,0
34,1,43026128,0,23,2
20,0,6516682,0,30,0
31,0,2941449,0,5,0
77,0,74341404,1,34,1
26,0,6755631,0,49,0
34,0,87999933,0,36,0
40,0,17943155,0,12,1
38,0,42255849,0,24,0
79,0,94049036,0,31,1
48,0,71484843,0,0,1
44,0,6909286,0,48,0
52,0,84773823,1,34,1
68,0,66549850,0,18,1
51,0,14432245,0,11,0
68,0,52595764,0,39,1
54,1,84281049,0,39,2
63,1,99578715,0,46,2
57,0,67964107,1,42,1
45,0,43721259,0,19,1
30,0,3059867,1,32,0
54,0,69322753,0,28,1
27,0,86439268,0,15,0
65,0,58983224,1,13,1
33,0,49690168,1,6,1
29,0,45853473,1,5,1
21,0,67750870,0,20,0
65,0,83247596,0,35,1
28,0,37065372,0,21,0
22,0,4119586,0,39,0
40,0,29827146,0,18,0
45,0,52112303,1,24,1
27,0,89902368,0,2,1
67,0,14410098,1,35,1
21,0,44520010,0,44,0
25,0,39698760,0,33,0
47,0,62075469,0,10,1
72,0,37692168,0,47,0
48,0,10905574,1,41,0
45,0,37894447,0,46,0
44,0,28905692,0,26,0
31,0,98296995,0,41,0
24,0,9446879,0,1,1
53,1,38845894,1,5,2
67,0,18119030,0,45,0
56,0,22736091,0,1,1
34,0,1332907,1,41,0
63,1,13487357,0,16,2
55,0,92927697,1,39,1
34,0,55156923,0,47,0
62,0,58459326,0,13,1
67,0,81550724,1,9,1
42,0,88599766,1,44,0
25,0,43560310,0,32,0
65,0,9397333,0,41,0
69,0,57584089,1,11,1
63,0,6438505,0,31,0
78,0,61862731,0,48,1
62,0,72789799,0,23,1
64,0,18276882,0,13,1
40,0,94168110,0,4,1
42,0,70618176,1,4,1
62,0,37643202,0,46,0
74,0,62755985,1,31,1
35,0,53681949,0,44,0
66,0,87092289,0,48,0
72,0,61107292,0,32,1
79,0,75298656,0,45,1
34,0,56564137,0,3,1
44,1,20419677,0,29,2
55,0,30682729,0,40,0
30,0,41193604,0,16,0
70,0,21659057,0,2,1
34,0,28873017,1,12,1
23,0,87097934,1,43,0
40,0,41969159,0,47,0
32,0,84528112,0,35,0
41,0,13748382,0,17,1
38,0,11930260,1,22,0
53,0,21403485,0,34,1
33,0,17870781,0,48,0
23,0,96228954,1,32,1
67,0,45921753,1,35,1
72,0,7346585,0,16,1
71,0,68699609,0,38,1
65,0,89496768,0,33,1
46,0,52498106,0,11,1
48,0,37127690,0,4,1
66,0,81369152,0,47,1
47,0,86261726,0,39,0
54,0,22119695,0,26,1
27,0,37305845,0,39,0
35,0,6243246,1,12,1
61,0,9745693,0,25,0
55,0,84198409,1,13,1
49,0,1706722,1,31,1
37,0,10193081,0,10,0
21,0,66186813,0,37,0
68,0,70274181,0,15,1
32,0,83817256,0,21,0
23,0,60997802,1,46,0
45,0,38402260,0,15,1
44,0,27010577,0,12,0
49,0,63934265,0,11,1
30,0,98582005,0,17,1
26,0,25781819,0,28,0
50,0,46125082,0,17,1
63,0,1364981,0,45,0
29,0,75228227,0,1,1
58,0,50989845,1,1,1
32,1,73736599,0,2,2
50,0,41893415,0,28,1
26,0,15258732,0,7,0
75,0,43864137,0,10,1
68,0,36280897,0,11,1
61,0,12239527,0,31,1
61,0,25386245,0,3,1
75,0,86938991,0,8,1
55,0,34847505,0,23,0
39,1,94008144,0,48,2
23,0,87454565,0,15,0
73,0,55509228,0,16,1
26,1,2141549,0,46,2
73,0,36515101,0,21,1
20,0,8182420,0,6,0
63,0,99453303,0,9,1
75,0,13790283,1,28,1
64,1,82347016,0,35,2
61,1,85891267,0,23,2
66,0,96627494,0,45,1
78,0,28737303,0,13,1
32,0,63114108,0,13,1
74,0,39054965,0,24,0
41,0,54351137,0,45,0
73,0,92221414,0,21,1
40,1,62446504,0,49,2
41,1,65835854,0,46,2
47,0,5708593,0,22,0
28,0,97085315,0,31,0
45,0,76743289,0,25,1
28,0,79361017,0,26,0
34,0,66310151,0,44,0
29,0,52454768,0,11,1
43,0,51465590,0,18,1
77,0,45618794,0,18,1
76,0,13634586,0,33,0
61,1,59864256,0,31,2
27,0,27991969,0,28,0
43,0,70857552,0,20,1
35,0,81040740,0,34,0
68,0,1712189,0,41,0
45,1,39638077,1,4,2
46,0,5368229,0,11,0
56,0,38323993,0,6,1
23,0,15295096,0,40,0
69,0,65213207,0,1,1
43,0,12700198,0,24,0
38,0,72265083,0,9,1
55,0,19997972,1,37,1
79,0,38667694,0,43,1
58,0,9323634,0,5,1
29,0,62953135,0,26,0
44,0,49810552,0,34,0
37,0,98152972,0,9,1
38,0,51828708,0,8,1
55,0,49148802,0,19,1
29,0,605599,0,36,0
52,0,76425378,1,34,1
74,0,93270802,0,36,1
69,0,6896525,0,39,0
24,0,89689775,0,7,1
66,0,63530320,1,45,1
68,0,70150522,0,30,1
54,0,44970156,0,48,0
63,0,81908711,1,42,1
53,0,8550162,0,15,0
52,0,33733732,0,27,0
74,0,3753281,0,5,1
40,0,51430350,0,31,0
36,1,58478657,1,27,2
41,0,36755274,0,10,1
67,0,30764588,0,41,0
56,0,21177942,1,22,1
34,0,49034818,0,29,0
54,0,84007364,0,8,1
47,0,51574693,0,27,0
26,0,79562444,0,23,0
51,0,39744937,0,27,1
30,0,1190866,1,23,0
29,0,93656999,0,14,0
28,0,92887217,0,38,0
33,0,44861346,0,49,0
32,0,63750423,0,32,0
76,0,24299863,0,46,0
44,0,4498448,0,33,0
21,0,50141479,1,21,0
54,0,39352521,0,28,0
26,0,30759595,0,33,0
40,0,33716118,0,41,0
37,0,5959429,0,46,0
22,0,25707713,0,9,0
61,0,68775060,0,44,0
73,0,43377014,0,29,1
58,0,4921207,1,10,1
60,0,87969826,0,33,1
68,0,79104028,0,20,1
30,0,23449820,0,12,0
58,0,56334388,0,24,1
43,0,3030948,0,20,0
79,0,26114838,0,0,1
65,0,48524640,0,4,1
38,0,24247687,0,21,0
23,0,72591435,0,6,0
45,0,42235567,0,12,1
57,0,26357257,0,44,0
61,0,49848270,1,22,1
51,1,83531892,0,20,2
58,0,66740503,0,5,1
64,0,810713,0,19,0
65,0,31986409,1,11,1
55,0,34663163,0,39,0
